size,heur,expanded,branching,cost,time
3x3,nonAdditiveMax,5,1.39,5,4964
3x3,nonAdditiveMax,15,1.13,15,4964
3x3,nonAdditiveFringe,79,1.38,13,4964
3x3,nonAdditiveFringe,8,1.39,6,4958
3x3,disjointPDBHorizontal,15,1.14,14,4957
3x3,nonAdditiveMax,20,1.09,20,4957
3x3,disjointPDBVertical,22,1.14,17,4955
3x3,nonAdditiveFringe,4,1.49,4,4950
3x3,disjointPDBHorizontal,13,1.14,13,4948
3x3,NMaxSwap,530292,2.23,17,4948
3x3,disjointPDBHorizontal,14,1.13,14,4947
3x3,disjointPDBVertical,8,1.42,6,4947
3x3,disjointPDBVertical,19,1.09,19,4946
3x3,nonAdditiveMax,45,1.54,9,4943
3x3,nonAdditiveMax,16,1.11,16,4939
3x3,disjointPDBVertical,2118,1.68,15,4930
3x3,disjointPDBVertical,58,1.25,16,4930
3x3,disjointPDBVertical,13,1.15,13,4925
3x3,disjointPDBHorizontal,6,1.34,6,4923
3x3,disjointPDBVertical,4,1.49,4,4916
3x3,disjointPDBHorizontal,8,1.24,8,4914
3x3,disjointPDBVertical,12,1.32,8,4911
3x3,disjointPDBHorizontal,9,1.22,9,4910
3x3,disjointPDBVertical,14,1.18,12,4905
3x3,disjointPDBHorizontal,23,1.19,14,4903
3x3,disjointPDBVertical,15,1.19,12,4903
3x3,disjointPDBVertical,11,1.53,6,4899
3x3,disjointPDBHorizontal,17,1.49,7,4896
3x3,disjointPDBHorizontal,14,1.13,14,4895
3x3,disjointPDBHorizontal,2201,1.46,20,4895
3x3,disjointPDBVertical,14,1.14,13,4894
3x3,disjointPDBHorizontal,1,3,1,4893
3x3,disjointPDBHorizontal,22,1.1,20,4889
3x3,disjointPDBHorizontal,11,1.17,11,4880
3x3,disjointPDBHorizontal,10,1.18,10,4879
3x3,disjointPDBHorizontal,35,1.22,15,4879
3x3,disjointPDBVertical,22,1.14,16,4879
3x3,disjointPDBHorizontal,3,1.58,3,4877
3x3,disjointPDBHorizontal,17,1.49,7,4877
3x3,disjointPDBHorizontal,11,1.18,11,4873
3x3,disjointPDBHorizontal,7,1.27,7,4872
3x3,disjointPDBHorizontal,43,1.2,17,4871
3x3,disjointPDBVertical,2536,1.47,20,4871
3x3,disjointPDBHorizontal,69,1.39,12,4868
3x3,disjointPDBHorizontal,545,1.47,16,4868
3x3,disjointPDBHorizontal,17,1.11,17,4867
3x3,disjointPDBVertical,4,1.49,4,4867
3x3,disjointPDBVertical,10,1.19,10,4865
3x3,disjointPDBVertical,1,3,1,4864
3x3,disjointPDBVertical,21,1.27,11,4864
3x3,disjointPDBHorizontal,4,1.49,4,4862
3x3,disjointPDBHorizontal,7,1.27,7,4859
3x3,disjointPDBHorizontal,33,1.13,20,4859
3x3,disjointPDBVertical,239,1.29,20,4859
3x3,disjointPDBHorizontal,11,1.18,11,4858
3x3,disjointPDBHorizontal,8,1.24,8,4855
3x3,disjointPDBHorizontal,10,1.18,10,4855
3x3,disjointPDBVertical,14,1.18,12,4855
3x3,disjointPDBVertical,6,1.31,6,4854
3x3,disjointPDBVertical,18,1.19,13,4854
3x3,disjointPDBVertical,22,1.17,15,4854
3x3,disjointPDBHorizontal,8,1.24,8,4853
3x3,disjointPDBHorizontal,48,1.16,20,4853
3x3,disjointPDBVertical,7,1.29,7,4853
3x3,disjointPDBVertical,8,1.24,8,4853
3x3,disjointPDBVertical,13,1.14,13,4853
3x3,disjointPDBVertical,14,1.13,14,4853
3x3,disjointPDBVertical,50,1.31,13,4852
3x3,disjointPDBHorizontal,27,1.17,16,4851
3x3,disjointPDBVertical,2,2.19,2,4851
3x3,disjointPDBHorizontal,7,1.29,7,4850
3x3,disjointPDBHorizontal,9,1.2,9,4850
3x3,disjointPDBVertical,6,1.31,6,4850
3x3,disjointPDBVertical,8,1.24,8,4850
3x3,disjointPDBVertical,102,1.22,20,4850
3x3,disjointPDBVertical,11,1.18,11,4848
3x3,disjointPDBVertical,209,1.38,16,4848
3x3,disjointPDBHorizontal,11,1.2,10,4846
3x3,disjointPDBHorizontal,13,1.15,13,4846
3x3,disjointPDBVertical,6,1.31,6,4846
3x3,disjointPDBVertical,7,1.29,7,4846
3x3,disjointPDBVertical,15,1.14,14,4846
3x3,disjointPDBHorizontal,14,1.13,14,4845
3x3,disjointPDBHorizontal,23,1.19,14,4843
3x3,disjointPDBVertical,6,1.34,6,4843
3x3,disjointPDBHorizontal,15,1.14,14,4842
3x3,disjointPDBHorizontal,19,1.15,15,4841
3x3,disjointPDBHorizontal,341,1.43,16,4840
3x3,disjointPDBVertical,3,1.74,3,4838
3x3,disjointPDBVertical,1415,1.63,15,4838
3x3,disjointPDBVertical,17,1.11,17,4838
3x3,disjointPDBHorizontal,4,1.49,4,4836
3x3,disjointPDBHorizontal,8,1.42,6,4835
3x3,disjointPDBVertical,3,1.74,3,4833
3x3,disjointPDBVertical,7,1.29,7,4833
3x3,disjointPDBVertical,12,1.16,12,4833
3x3,disjointPDBHorizontal,8,1.22,8,4832
3x3,disjointPDBHorizontal,10,1.19,10,4831
3x3,disjointPDBVertical,23,1.24,12,4831
3x3,disjointPDBHorizontal,4,1.49,4,4830
3x3,disjointPDBVertical,217,1.57,12,4830
3x3,disjointPDBVertical,16,1.13,15,4830
3x3,disjointPDBHorizontal,8,1.24,8,4829
3x3,disjointPDBHorizontal,22,1.1,20,4829
3x3,disjointPDBVertical,7,1.27,7,4829
3x3,disjointPDBVertical,18,1.34,9,4829
3x3,disjointPDBHorizontal,10,1.19,10,4827
3x3,disjointPDBHorizontal,16,1.12,16,4826
3x3,disjointPDBVertical,32,1.21,15,4826
3x3,disjointPDBHorizontal,23,1.1,20,4825
3x3,disjointPDBHorizontal,8,1.24,8,4824
3x3,disjointPDBVertical,43,1.39,11,4823
3x3,disjointPDBVertical,13,1.15,13,4822
3x3,disjointPDBVertical,24,1.18,15,4822
3x3,disjointPDBHorizontal,4,1.49,4,4821
3x3,disjointPDBHorizontal,36,1.23,15,4820
3x3,disjointPDBVertical,8,1.24,8,4820
3x3,disjointPDBVertical,20,1.27,11,4820
3x3,disjointPDBVertical,24,1.16,16,4820
3x3,disjointPDBHorizontal,13,1.14,13,4819
3x3,disjointPDBHorizontal,46,1.23,16,4819
3x3,disjointPDBHorizontal,17,1.14,15,4818
3x3,disjointPDBHorizontal,45,1.16,20,4818
3x3,disjointPDBVertical,8,1.22,8,4818
3x3,disjointPDBVertical,18,1.16,14,4818
3x3,disjointPDBVertical,16,1.13,15,4818
3x3,NMaxSwap,499293,1.96,20,4818
3x3,disjointPDBHorizontal,7,1.27,7,4817
3x3,disjointPDBHorizontal,11,1.16,11,4817
3x3,disjointPDBVertical,6,1.27,6,4817
3x3,disjointPDBVertical,8,1.24,8,4817
3x3,disjointPDBHorizontal,11,1.17,11,4816
3x3,disjointPDBVertical,15,1.13,15,4816
3x3,disjointPDBHorizontal,21,1.18,14,4815
3x3,disjointPDBVertical,103,1.22,20,4815
3x3,disjointPDBHorizontal,1,3,1,4814
3x3,disjointPDBHorizontal,11,1.25,9,4814
3x3,disjointPDBVertical,13,1.15,13,4814
3x3,disjointPDBHorizontal,12,1.16,12,4813
3x3,disjointPDBHorizontal,13,1.15,13,4813
3x3,disjointPDBVertical,15,1.14,14,4813
3x3,disjointPDBHorizontal,7,1.27,7,4812
3x3,disjointPDBHorizontal,5,1.39,5,4811
3x3,disjointPDBHorizontal,15,1.13,15,4810
3x3,disjointPDBHorizontal,32,1.19,16,4810
3x3,disjointPDBHorizontal,4,1.49,4,4809
3x3,disjointPDBHorizontal,7,1.27,7,4809
3x3,disjointPDBHorizontal,16,1.15,14,4809
3x3,disjointPDBHorizontal,16,1.12,16,4808
3x3,disjointPDBVertical,7,1.29,7,4808
3x3,disjointPDBVertical,15,1.14,14,4808
3x3,disjointPDBVertical,350,1.52,14,4808
3x3,disjointPDBHorizontal,19,1.26,11,4807
3x3,disjointPDBHorizontal,55,1.32,13,4807
3x3,disjointPDBHorizontal,14,1.13,14,4807
3x3,disjointPDBHorizontal,18,1.13,16,4807
3x3,disjointPDBVertical,3,1.74,3,4807
3x3,disjointPDBVertical,46,1.27,14,4807
3x3,disjointPDBHorizontal,3,1.74,3,4806
3x3,disjointPDBHorizontal,6,1.31,6,4806
3x3,disjointPDBHorizontal,13,1.44,7,4806
3x3,disjointPDBVertical,6,1.31,6,4806
3x3,disjointPDBVertical,7,1.29,7,4806
3x3,disjointPDBHorizontal,5,1.39,5,4805
3x3,disjointPDBHorizontal,10,1.23,9,4805
3x3,disjointPDBHorizontal,10,1.2,10,4805
3x3,disjointPDBHorizontal,36,1.3,12,4805
3x3,disjointPDBHorizontal,40,1.2,16,4805
3x3,disjointPDBHorizontal,1253,1.42,20,4805
3x3,disjointPDBVertical,9,1.27,8,4804
3x3,disjointPDBHorizontal,12,1.14,12,4803
3x3,disjointPDBHorizontal,13,1.13,13,4803
3x3,disjointPDBHorizontal,29,1.2,15,4803
3x3,disjointPDBVertical,13,1.17,12,4803
3x3,disjointPDBVertical,13,1.14,13,4803
3x3,disjointPDBVertical,13,1.14,13,4803
3x3,disjointPDBHorizontal,13,1.19,11,4802
3x3,disjointPDBHorizontal,104,1.36,14,4802
3x3,disjointPDBVertical,9,1.34,7,4802
3x3,disjointPDBHorizontal,6,1.27,6,4801
3x3,disjointPDBHorizontal,10,1.28,8,4801
3x3,disjointPDBHorizontal,12,1.13,12,4801
3x3,disjointPDBHorizontal,18,1.13,16,4801
3x3,disjointPDBVertical,8,1.22,8,4801
3x3,disjointPDBHorizontal,6,1.31,6,4800
3x3,disjointPDBHorizontal,21,1.1,20,4800
3x3,disjointPDBVertical,4,1.49,4,4800
3x3,disjointPDBVertical,7,1.29,7,4800
3x3,disjointPDBVertical,20,1.26,11,4800
3x3,disjointPDBHorizontal,10,1.19,10,4799
3x3,disjointPDBHorizontal,13,1.15,13,4799
3x3,disjointPDBVertical,4,1.49,4,4799
3x3,disjointPDBVertical,6,1.31,6,4799
3x3,disjointPDBHorizontal,14,1.15,13,4798
3x3,disjointPDBVertical,253,1.3,20,4798
3x3,disjointPDBHorizontal,5,1.39,5,4797
3x3,disjointPDBHorizontal,16,1.13,15,4797
3x3,disjointPDBHorizontal,101,1.22,20,4797
3x3,disjointPDBVertical,29,1.22,14,4797
3x3,disjointPDBVertical,1445,1.42,20,4797
3x3,disjointPDBVertical,689,1.37,20,4797
3x3,disjointPDBHorizontal,5,1.39,5,4796
3x3,disjointPDBHorizontal,10,1.19,10,4796
3x3,disjointPDBVertical,6,1.31,6,4796
3x3,disjointPDBHorizontal,8,1.24,8,4795
3x3,disjointPDBVertical,5,1.39,5,4795
3x3,disjointPDBVertical,10,1.18,10,4795
3x3,disjointPDBVertical,361,1.44,16,4795
3x3,disjointPDBHorizontal,6,1.31,6,4794
3x3,disjointPDBHorizontal,8,1.24,8,4794
3x3,disjointPDBVertical,10,1.19,10,4794
3x3,disjointPDBVertical,12,1.16,12,4794
3x3,disjointPDBVertical,21,1.15,16,4794
3x3,disjointPDBHorizontal,8,1.24,8,4793
3x3,disjointPDBHorizontal,8,1.22,8,4792
3x3,disjointPDBHorizontal,13,1.14,13,4792
3x3,disjointPDBVertical,10,1.28,8,4792
3x3,disjointPDBVertical,300,1.62,12,4792
3x3,disjointPDBVertical,21,1.13,17,4791
3x3,disjointPDBVertical,40,1.15,20,4791
3x3,disjointPDBHorizontal,6,1.31,6,4790
3x3,disjointPDBVertical,5,1.39,5,4790
3x3,disjointPDBVertical,6,1.31,6,4790
3x3,disjointPDBVertical,7,1.27,7,4790
3x3,disjointPDBVertical,12,1.13,12,4790
3x3,disjointPDBVertical,40,1.23,15,4790
3x3,disjointPDBHorizontal,547,1.35,20,4789
3x3,disjointPDBVertical,28,1.17,16,4789
3x3,disjointPDBHorizontal,6,1.27,6,4788
3x3,disjointPDBHorizontal,12,1.18,11,4788
3x3,disjointPDBHorizontal,6,1.31,6,4787
3x3,disjointPDBHorizontal,9,1.22,9,4787
3x3,disjointPDBHorizontal,6,1.31,6,4786
3x3,disjointPDBHorizontal,7,1.27,7,4786
3x3,disjointPDBHorizontal,14,1.18,12,4786
3x3,disjointPDBHorizontal,20,1.09,20,4786
3x3,disjointPDBVertical,9,1.2,9,4786
3x3,disjointPDBHorizontal,20,1.27,11,4785
3x3,disjointPDBHorizontal,23,1.25,12,4785
3x3,disjointPDBVertical,6,1.31,6,4785
3x3,disjointPDBVertical,61,1.31,14,4785
3x3,disjointPDBVertical,3427,1.5,20,4785
3x3,disjointPDBHorizontal,20,1.15,15,4784
3x3,disjointPDBVertical,15,1.14,14,4784
3x3,disjointPDBHorizontal,4,1.49,4,4783
3x3,disjointPDBHorizontal,11,1.17,11,4783
3x3,disjointPDBVertical,7,1.27,7,4782
3x3,disjointPDBVertical,36,1.13,20,4782
3x3,disjointPDBHorizontal,18,1.21,12,4781
3x3,disjointPDBVertical,14,1.13,14,4781
3x3,disjointPDBHorizontal,26,1.36,10,4780
3x3,disjointPDBVertical,9,1.22,9,4780
3x3,disjointPDBVertical,10,1.18,10,4780
3x3,disjointPDBVertical,207,1.38,16,4780
3x3,disjointPDBHorizontal,5,1.39,5,4779
3x3,disjointPDBHorizontal,11,1.16,11,4779
3x3,disjointPDBHorizontal,15,1.12,15,4779
3x3,disjointPDBHorizontal,45,1.22,16,4779
3x3,disjointPDBVertical,2,1.79,2,4779
3x3,disjointPDBVertical,8,1.24,8,4779
3x3,disjointPDBVertical,13,1.15,13,4779
3x3,disjointPDBVertical,26,1.11,20,4779
3x3,disjointPDBHorizontal,4,1.49,4,4778
3x3,disjointPDBHorizontal,19,1.21,12,4778
3x3,disjointPDBVertical,15,1.26,10,4778
3x3,disjointPDBVertical,12,1.16,12,4778
3x3,disjointPDBVertical,60,1.28,15,4778
3x3,disjointPDBVertical,3,1.58,3,4777
3x3,disjointPDBVertical,9,1.22,9,4777
3x3,disjointPDBVertical,11,1.2,10,4777
3x3,NMaxSwap,497907,2.12,18,4777
3x3,disjointPDBHorizontal,5,1.39,5,4776
3x3,disjointPDBHorizontal,8,1.22,8,4776
3x3,disjointPDBHorizontal,8,1.24,8,4776
3x3,disjointPDBHorizontal,26,1.26,12,4776
3x3,disjointPDBVertical,267,1.4,16,4776
3x3,disjointPDBHorizontal,8,1.22,8,4775
3x3,disjointPDBVertical,23,1.25,12,4775
3x3,disjointPDBVertical,43,1.22,16,4775
3x3,disjointPDBHorizontal,8,1.42,6,4774
3x3,disjointPDBHorizontal,47,1.23,16,4774
3x3,disjointPDBHorizontal,138,1.36,15,4773
3x3,disjointPDBHorizontal,86,1.28,16,4773
3x3,disjointPDBVertical,17,1.49,7,4773
3x3,disjointPDBVertical,32,1.13,20,4773
3x3,disjointPDBHorizontal,4,1.49,4,4772
3x3,disjointPDBVertical,9,1.26,8,4772
3x3,disjointPDBVertical,16,1.12,16,4772
3x3,disjointPDBHorizontal,5,1.39,5,4771
3x3,disjointPDBHorizontal,10,1.28,8,4771
3x3,disjointPDBHorizontal,241,1.29,20,4771
3x3,disjointPDBVertical,10,1.19,10,4771
3x3,disjointPDBHorizontal,2,1.79,2,4770
3x3,disjointPDBHorizontal,12,1.22,10,4770
3x3,disjointPDBHorizontal,13,1.14,13,4770
3x3,disjointPDBVertical,3,1.74,3,4770
3x3,disjointPDBVertical,8,1.22,8,4770
3x3,disjointPDBVertical,18,1.21,12,4770
3x3,disjointPDBHorizontal,5,1.39,5,4769
3x3,disjointPDBVertical,23,1.11,20,4769
3x3,disjointPDBHorizontal,6,1.31,6,4768
3x3,disjointPDBHorizontal,20,1.27,11,4768
3x3,disjointPDBHorizontal,14,1.15,13,4768
3x3,disjointPDBVertical,10,1.24,9,4768
3x3,disjointPDBHorizontal,11,1.53,6,4767
3x3,disjointPDBHorizontal,14,1.18,12,4767
3x3,disjointPDBVertical,10,1.19,10,4767
3x3,disjointPDBVertical,12,1.15,12,4767
3x3,disjointPDBHorizontal,4,1.49,4,4766
3x3,disjointPDBHorizontal,13,1.15,13,4766
3x3,disjointPDBHorizontal,29,1.18,16,4766
3x3,disjointPDBHorizontal,32,1.13,20,4766
3x3,disjointPDBVertical,11,1.17,11,4766
3x3,disjointPDBHorizontal,8,1.24,8,4765
3x3,disjointPDBHorizontal,15,1.18,12,4765
3x3,disjointPDBVertical,8,1.22,8,4765
3x3,disjointPDBVertical,10,1.2,10,4765
3x3,disjointPDBVertical,12,1.18,11,4765
3x3,disjointPDBVertical,12,1.14,12,4765
3x3,disjointPDBVertical,14,1.13,14,4765
3x3,disjointPDBVertical,20,1.15,15,4765
3x3,disjointPDBVertical,26,1.17,16,4765
3x3,disjointPDBHorizontal,6,1.31,6,4764
3x3,disjointPDBHorizontal,22,1.44,8,4764
3x3,disjointPDBHorizontal,14,1.15,13,4764
3x3,disjointPDBHorizontal,28,1.2,15,4764
3x3,disjointPDBHorizontal,40,1.14,20,4764
3x3,disjointPDBVertical,13,1.15,13,4764
3x3,disjointPDBHorizontal,5,1.34,5,4763
3x3,disjointPDBHorizontal,7,1.29,7,4763
3x3,disjointPDBHorizontal,9,1.22,9,4763
3x3,disjointPDBHorizontal,11,1.17,11,4763
3x3,disjointPDBVertical,5,1.39,5,4763
3x3,disjointPDBVertical,15,1.14,14,4763
3x3,disjointPDBHorizontal,14,1.18,12,4762
3x3,disjointPDBHorizontal,18,1.13,16,4762
3x3,disjointPDBVertical,14,1.15,13,4762
3x3,disjointPDBHorizontal,5,1.34,5,4761
3x3,disjointPDBHorizontal,5,1.39,5,4761
3x3,disjointPDBHorizontal,7,1.27,7,4761
3x3,disjointPDBHorizontal,8,1.22,8,4761
3x3,disjointPDBHorizontal,9,1.22,9,4761
3x3,disjointPDBHorizontal,11,1.18,11,4761
3x3,disjointPDBHorizontal,12,1.15,12,4761
3x3,disjointPDBVertical,4,1.49,4,4761
3x3,disjointPDBVertical,7,1.27,7,4761
3x3,disjointPDBHorizontal,10,1.28,8,4760
3x3,disjointPDBHorizontal,25,1.18,15,4760
3x3,disjointPDBVertical,11,1.16,11,4760
3x3,disjointPDBVertical,12,1.15,12,4760
3x3,disjointPDBHorizontal,62,1.37,12,4759
3x3,disjointPDBHorizontal,16,1.15,14,4759
3x3,disjointPDBHorizontal,17,1.15,14,4759
3x3,disjointPDBVertical,4,1.49,4,4759
3x3,disjointPDBHorizontal,4,1.49,4,4758
3x3,disjointPDBHorizontal,9,1.22,9,4758
3x3,disjointPDBVertical,6,1.31,6,4758
3x3,disjointPDBVertical,9,1.22,9,4758
3x3,disjointPDBHorizontal,6,1.31,6,4757
3x3,disjointPDBHorizontal,6,1.31,6,4757
3x3,disjointPDBHorizontal,9,1.22,9,4757
3x3,disjointPDBVertical,22,1.44,8,4757
3x3,disjointPDBVertical,11,1.25,9,4757
3x3,disjointPDBHorizontal,9,1.22,9,4756
3x3,disjointPDBHorizontal,34,1.21,15,4756
3x3,disjointPDBVertical,66,1.24,17,4756
3x3,disjointPDBHorizontal,11,1.18,11,4755
3x3,disjointPDBHorizontal,45,1.38,11,4755
3x3,disjointPDBVertical,5,1.39,5,4755
3x3,disjointPDBVertical,6,1.31,6,4755
3x3,disjointPDBHorizontal,28,1.17,16,4754
3x3,disjointPDBVertical,4,1.49,4,4754
3x3,disjointPDBVertical,5,1.39,5,4754
3x3,disjointPDBVertical,28,1.21,14,4754
3x3,disjointPDBVertical,36,1.22,15,4754
3x3,disjointPDBHorizontal,16,1.19,12,4753
3x3,disjointPDBHorizontal,45,1.23,15,4753
3x3,disjointPDBHorizontal,93,1.21,20,4753
3x3,disjointPDBVertical,17,1.18,13,4753
3x3,disjointPDBHorizontal,6,1.31,6,4752
3x3,disjointPDBVertical,8,1.24,8,4752
3x3,disjointPDBVertical,15,1.21,11,4752
3x3,disjointPDBVertical,24,1.26,12,4752
3x3,disjointPDBVertical,18,1.18,13,4752
3x3,disjointPDBVertical,1196,1.41,20,4752
3x3,disjointPDBVertical,183,1.34,17,4751
3x3,disjointPDBHorizontal,9,1.22,9,4750
3x3,disjointPDBHorizontal,9,1.22,9,4750
3x3,disjointPDBHorizontal,10,1.19,10,4750
3x3,disjointPDBHorizontal,10,1.18,10,4750
3x3,disjointPDBHorizontal,12,1.22,10,4750
3x3,disjointPDBHorizontal,17,1.11,17,4750
3x3,disjointPDBHorizontal,167,1.26,20,4750
3x3,disjointPDBVertical,5,1.39,5,4750
3x3,disjointPDBVertical,5,1.39,5,4750
3x3,disjointPDBVertical,39,1.15,20,4750
3x3,disjointPDBHorizontal,7,1.29,7,4749
3x3,disjointPDBHorizontal,8,1.24,8,4749
3x3,disjointPDBHorizontal,12,1.16,12,4749
3x3,disjointPDBHorizontal,16,1.15,14,4749
3x3,disjointPDBVertical,9,1.34,7,4749
3x3,disjointPDBVertical,16,1.15,14,4749
3x3,disjointPDBHorizontal,33,1.21,15,4748
3x3,disjointPDBHorizontal,30,1.16,17,4748
3x3,disjointPDBVertical,7,1.27,7,4748
3x3,disjointPDBVertical,65,1.28,15,4748
3x3,disjointPDBHorizontal,9,1.22,9,4747
3x3,disjointPDBHorizontal,10,1.19,10,4747
3x3,disjointPDBHorizontal,33,1.33,11,4747
3x3,disjointPDBHorizontal,12,1.15,12,4747
3x3,disjointPDBHorizontal,312,1.42,16,4747
3x3,disjointPDBVertical,5,1.39,5,4747
3x3,disjointPDBVertical,30,1.52,8,4747
3x3,disjointPDBVertical,39,1.14,20,4747
3x3,disjointPDBHorizontal,12,1.15,12,4746
3x3,disjointPDBHorizontal,13,1.15,13,4746
3x3,disjointPDBVertical,1,3,1,4746
3x3,disjointPDBVertical,8,1.22,8,4746
3x3,disjointPDBVertical,16,1.15,14,4746
3x3,disjointPDBVertical,15,1.12,15,4746
3x3,disjointPDBVertical,116,1.23,20,4746
3x3,disjointPDBHorizontal,10,1.18,10,4745
3x3,disjointPDBHorizontal,71,1.29,15,4745
3x3,disjointPDBVertical,8,1.24,8,4745
3x3,disjointPDBVertical,9,1.22,9,4745
3x3,disjointPDBVertical,31,1.18,16,4745
3x3,disjointPDBHorizontal,3,1.74,3,4744
3x3,disjointPDBHorizontal,4,1.49,4,4744
3x3,disjointPDBHorizontal,5,1.39,5,4744
3x3,disjointPDBHorizontal,10,1.19,10,4744
3x3,disjointPDBHorizontal,11,1.17,11,4744
3x3,disjointPDBVertical,9,1.22,9,4744
3x3,disjointPDBVertical,14,1.13,14,4744
3x3,disjointPDBVertical,18,1.14,15,4744
3x3,disjointPDBHorizontal,5,1.39,5,4743
3x3,disjointPDBHorizontal,8,1.22,8,4743
3x3,disjointPDBHorizontal,12,1.15,12,4743
3x3,disjointPDBVertical,9,1.22,9,4743
3x3,disjointPDBVertical,12,1.19,11,4743
3x3,disjointPDBVertical,13,1.13,13,4743
3x3,disjointPDBHorizontal,3,1.74,3,4742
3x3,disjointPDBHorizontal,14,1.13,14,4742
3x3,disjointPDBVertical,5,1.34,5,4742
3x3,disjointPDBVertical,6,1.31,6,4742
3x3,disjointPDBVertical,10,1.19,10,4742
3x3,disjointPDBHorizontal,11,1.25,9,4741
3x3,disjointPDBVertical,10,1.2,10,4741
3x3,disjointPDBVertical,20,1.15,15,4741
3x3,disjointPDBVertical,156,1.25,20,4741
3x3,disjointPDBHorizontal,5,1.39,5,4740
3x3,disjointPDBHorizontal,11,1.16,11,4740
3x3,disjointPDBHorizontal,76,1.36,13,4740
3x3,disjointPDBVertical,9,1.22,9,4740
3x3,disjointPDBVertical,10,1.19,10,4740
3x3,disjointPDBVertical,13,1.16,12,4740
3x3,disjointPDBVertical,32,1.13,20,4740
3x3,disjointPDBHorizontal,10,1.19,10,4739
3x3,disjointPDBHorizontal,4,1.4,4,4738
3x3,disjointPDBHorizontal,7,1.27,7,4738
3x3,disjointPDBHorizontal,7,1.27,7,4738
3x3,disjointPDBHorizontal,14,1.13,14,4738
3x3,disjointPDBVertical,14,1.25,10,4738
3x3,disjointPDBVertical,10,1.19,10,4738
3x3,disjointPDBVertical,11,1.16,11,4738
3x3,disjointPDBVertical,15,1.13,14,4738
3x3,disjointPDBVertical,19,1.15,15,4738
3x3,disjointPDBHorizontal,5,1.39,5,4737
3x3,disjointPDBHorizontal,6,1.31,6,4737
3x3,disjointPDBHorizontal,9,1.22,9,4737
3x3,disjointPDBHorizontal,13,1.23,10,4737
3x3,disjointPDBHorizontal,11,1.17,11,4737
3x3,disjointPDBHorizontal,41,1.15,20,4737
3x3,disjointPDBVertical,6,1.31,6,4737
3x3,disjointPDBVertical,28,1.22,14,4737
3x3,disjointPDBVertical,16,1.12,16,4737
3x3,disjointPDBHorizontal,11,1.25,9,4736
3x3,disjointPDBHorizontal,24,1.22,13,4736
3x3,disjointPDBHorizontal,13,1.15,13,4736
3x3,disjointPDBVertical,3,1.74,3,4736
3x3,disjointPDBVertical,11,1.16,11,4736
3x3,disjointPDBHorizontal,6,1.31,6,4735
3x3,disjointPDBHorizontal,7,1.29,7,4735
3x3,disjointPDBHorizontal,9,1.22,9,4735
3x3,disjointPDBHorizontal,33,1.22,15,4735
3x3,disjointPDBVertical,20,1.27,11,4735
3x3,disjointPDBHorizontal,9,1.34,7,4734
3x3,disjointPDBHorizontal,33,1.13,20,4734
3x3,disjointPDBVertical,5,1.39,5,4734
3x3,disjointPDBVertical,6,1.31,6,4734
3x3,disjointPDBVertical,7,1.27,7,4734
3x3,disjointPDBVertical,7,1.29,7,4734
3x3,disjointPDBVertical,9,1.34,7,4734
3x3,disjointPDBVertical,110,1.37,14,4734
3x3,disjointPDBVertical,236,1.29,20,4734
3x3,disjointPDBHorizontal,4,1.49,4,4733
3x3,disjointPDBHorizontal,13,1.15,13,4733
3x3,disjointPDBHorizontal,19,1.19,13,4733
3x3,disjointPDBHorizontal,14,1.13,14,4733
3x3,disjointPDBVertical,14,1.13,14,4733
3x3,disjointPDBHorizontal,9,1.34,7,4732
3x3,disjointPDBHorizontal,15,1.26,10,4732
3x3,disjointPDBHorizontal,12,1.16,12,4732
3x3,disjointPDBHorizontal,14,1.13,14,4732
3x3,disjointPDBVertical,69,1.3,15,4732
3x3,disjointPDBHorizontal,7,1.27,7,4731
3x3,disjointPDBHorizontal,15,1.13,14,4731
3x3,disjointPDBVertical,8,1.22,8,4731
3x3,disjointPDBVertical,8,1.24,8,4731
3x3,disjointPDBVertical,29,1.18,16,4731
3x3,disjointPDBHorizontal,11,1.18,11,4730
3x3,disjointPDBVertical,9,1.22,9,4730
3x3,disjointPDBHorizontal,15,1.14,14,4729
3x3,disjointPDBHorizontal,23,1.16,16,4729
3x3,disjointPDBVertical,8,1.24,8,4729
3x3,disjointPDBVertical,9,1.22,9,4729
3x3,disjointPDBVertical,21,1.23,12,4729
3x3,disjointPDBVertical,13,1.15,13,4729
3x3,disjointPDBHorizontal,5,1.39,5,4728
3x3,disjointPDBHorizontal,20,1.16,15,4728
3x3,disjointPDBVertical,5,1.39,5,4728
3x3,disjointPDBVertical,11,1.25,9,4728
3x3,disjointPDBVertical,10,1.19,10,4728
3x3,disjointPDBVertical,12,1.19,11,4728
3x3,disjointPDBVertical,85,1.28,16,4728
3x3,disjointPDBHorizontal,15,1.16,13,4727
3x3,disjointPDBVertical,4,1.4,4,4727
3x3,disjointPDBVertical,5,1.39,5,4727
3x3,disjointPDBVertical,18,1.12,17,4727
3x3,disjointPDBHorizontal,9,1.22,9,4726
3x3,disjointPDBHorizontal,29,1.2,15,4726
3x3,disjointPDBVertical,6,1.31,6,4726
3x3,disjointPDBVertical,11,1.16,11,4726
3x3,disjointPDBHorizontal,8,1.42,6,4725
3x3,disjointPDBHorizontal,12,1.23,10,4725
3x3,disjointPDBVertical,5,1.39,5,4725
3x3,disjointPDBVertical,6,1.31,6,4725
3x3,disjointPDBVertical,10,1.19,10,4725
